ID,Source PDF,Text Chunk,Chunk Word Count,Chunk Char Count,Relevant to UPSC,GS Paper,Syllabus Topic,Crux
UPSC_0034_0_20260213,Bollywood-Town-February-2026 (4).pdf,". The song also brings together a much-loved creative team. It is composed by Vishal Bhardwaj, written by Gulzar, and sung by Madhubanti Bagchi and Javed Ali. The music is presented by T-Series. -BTNN www.bollywoodtown.in 23 • BOLLYWOOD TOWN • February 2026 Mugdha Godse and Man Singh shine in gripping mystery thriller Delivery Boy: Pizza on Time ACTOR Mugdha Godse takes Jia's husband, while also serving as Pizza on Time reﬂects modern-day center stage in the newly released the ﬁlm's producer, director, and anxieties born out of technology and mystery thriller Delivery Boy: Pizza story writer. Once again, Singh blind trust. He noted that the idea was on Time, which is now streaming on demonstrates his command over to show how easily personal spaces Jio",125,761,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0035_0_20260213,Bollywood-Town-February-2026 (4).pdf,". The ﬁlm marks another suspense-driven storytelling, can be invaded in today's digital world, intriguing outing for actor–director crafting a slow-burning mystery turning everyday situations into Man Singh and has begun drawing where perception constantly shifts potential nightmares. His intention, he attention for its tense atmosphere and and no character can be trusted said, was to keep the audience technology-driven premise. The ﬁlm completely. His on-screen presence emotionally invested and guessing ﬁrmly belongs to the mystery–thriller adds another layer of intrigue to the until the ﬁnal moments. genre, tapping into contemporary narrative. The ensemble cast, The ﬁlm is produced by Sourya fears of digital intrusion and including Pradeep Nagar, Edin Rose, Studios and presented by A Sourya misplaced trust",119,819,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0036_0_20260213,Bollywood-Town-February-2026 (4).pdf,". and Qadir Khan Warsi, contributes Music International, with Mohammad Mugdha Godse delivers a strongly to the ﬁlm's uneasy tone, Chand as co-producer handling compelling performance as Jia, the with each performance adding to the creative music production and Qadir wife of Dev, whose seemingly puzzle rather than oﬀering easy Khan Warsi serving as creative ordinary evening spirals into a night answers. producer. The screenplay and of anxiety and dread. On the other Set against visually striking yet dialogues by Kumar Gautam and Man side, with her husband away, Ria's eerie backdrops like Manali, Singh maintain a tight grip on the (played by Edin Rose) loneliness Mahabaleshwar, and parts of Uttar narrative, while cinematographers leads her to casually chat online with Pradesh, the ﬁlm uses its locations to Shrikant Pattnaik and Danish Khan a stranger who initially appears contrast scenic beauty with eﬀectively balance scenic visuals with harmless but soon turns unsettling",152,984,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0037_0_20260213,Bollywood-Town-February-2026 (4).pdf,". underlying menace. The arrival of a claustrophobic tension. Editor Sandeep Godse portrays Jia's emotional pizza delivery boy with an order Ria Sethi ensures a crisp pace, and the journey with restraint and intensity, never placed becomes the catalyst atmospheric music by LK Laxmikant eﬀectively capturing her transition for a series of disturbing events. As and Repul heightens the suspense from boredom to suspicion and fear. confusion deepens, the ﬁlm keeps throughout. With Mugdha Godse's Her performance anchors the ﬁlm, viewers guessing—whether the powerful performance and Man making the audience experience threat is the man at the door, the Singh's assured direction, Delivery every knock on the door and every stranger behind the screen, or a Boy: Pizza on Time emerges as a message on the screen through her hidden force manipulating both. gripping mystery thriller that resonates growing paranoia",140,910,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0038_0_20260213,Bollywood-Town-February-2026 (4).pdf,". gripping mystery thriller that resonates growing paranoia. Speaking about the ﬁlm, Man strongly with the anxieties of the Man Singh plays the role of Dev, Singh shared that Delivery Boy: digital age. -BTNN 24 • BOLLYWOOD TOWN • February 2026 www.bollywoodtown.in Dhvani Bhanushali steps into a playful groove with her new single Rico Rico He-Man returns to the big screen as masters of the universe trailer is unveiled SONY Pictures Entertainment and Amazon MGM Studios unveil the ﬁrst trailer for MASTERS OF THE UNIVERSE, marking the powerful return of one of pop culture's most iconic franchises to the big screen. still from ‘Rico Rico’ Directed by visionary ﬁlmmaker Travis Knight, Masters of the Universe is reimagined as an epic live-action sci-ﬁ action adventure. After being separated from his home for 15 years, Prince Adam (Nicholas Galitzine) is drawn back to Eternia by the mystical Sword of Power—only to discover his world shattered under the ruthless rule of Skeletor (Jared Leto)",161,997,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0039_0_20260213,Bollywood-Town-February-2026 (4).pdf,". As Eternia teeters on the edge of destruction, Adam reunites with his closest allies—Teela (Camila Mendes) and Duncan / Man-At-Arms (Idris Elba)—and embraces his destiny to become He-Man, the most powerful man in the universe. Starring Nicholas Galitzine, Camila Mendes, Alison Brie, James Purefoy, Morena Baccarin, Jóhannes Haukur Jóhannesson, Charlotte Riley, featuring still from ‘Rico Rico’ Kristen Wiig as the voice of Roboto, with Jared Leto and Idris Elba, the ﬁlm delivers FROM a subtle tease to in a completely new look, the epic scale, high-octane action, and emotional depth—bringing a beloved growing anticipation, Dhvani teaser oﬀers a ﬁrst taste of the world to life for a new generation. Bhanushali has had fans quietly lively, upbeat tunes of 'Rico The live-action feature ﬁlm Masters of counting the days. Bringing the Rico'",132,843,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0040_0_20260213,Bollywood-Town-February-2026 (4).pdf,". Bringing the Rico'. With its fresh vibe and the Universe from Amazon MGM Studios wait to an end, the singer revealed infectious energy, the song hints and Mattel Studios, based on the iconic franchise, will be released theatrically in her upcoming song Rico Rico, at becoming another trendsetter. IMAX and other premium formats in oﬀering a teaser that feels playful, Buckle up for Rico Rico, as English, Hindi, Tamil, and Telugu on 5th stirring even more excitement. Dhvani gears up for yet another June, 2026 by Sony Pictures Showcasing Dhvani Bhanushali exciting release. -BTNN Entertainment India. www.bollywoodtown.in 25 • BOLLYWOOD TOWN • February 2026 Duglis, Dinners, and old-school warmth: Mumbai comes together at the annual Parsi Bhonu THE annual Parsi Bhonu once personally welcome guests for a Ranjeet and Poonam Dhillon, again brought the city together for an specially crafted dinner",142,900,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0041_0_20260213,Bollywood-Town-February-2026 (4).pdf,". MasterChef Sanjeev Kapoor, Javed evening of tradition, friendship and The Bhonu saw Mumbai's Jaaferi, Ashish and Samita Chowdhry, Parsi warmth. Hosted by economist prominent names under one roof, Madhur Bhandarkar, Seema Singh, Shivdutt Das, with longtime friends from industrialists like Gautam Sharmila Thackeray, Bhushan Gagrani, Ratan Luth and Parvez Damania, the Singhania and architect Hafeez Lakshmi Manchu, IPS Krishna gatherings have become one of the Contractor to senior bureaucrats, Prakash, IPS Nikhil Gupta, among most awaited social evenings, as the doctors, and investment bankers. The others, making it a memorable edition hosts, dressed in traditional Duglis, guest list included veteran actors that celebrates the city at its best",109,751,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0042_0_20260213,Bollywood-Town-February-2026 (4).pdf,". -BTNN 26 • BOLLYWOOD TOWN • February 2026 www.bollywoodtown.in Nidhi Dutta shares an unseen photo of team Border 2 BORDER 2 has been making Deol, Varun Dhawan and Ahan note for Nidhi that read, “Nidhi … massive waves in the news, especially Shetty alongside singer Sonu Nigam, Sitaara's Mother … Binoy's Nanny … as the ﬁlm enters its much-anticipated producer Bhushan Kumar and co- JP Dutta's Daughter … Border 2 release week, and adding to the producers Shiv Chanana and Binoy Producer … Peace Keeper ...,” to excitement, producer Nidhi Dutta Gandhi. Captioning the photo “Team which she responded with a cheerful treated fans to an unseen behind-the- Border 2 Ready For Release Week,” “… … besttt.” The candid moment scenes moment from the ﬁlm's the post perfectly captured the buzz and playful banter have only fueled promotional journey. Taking to social and camaraderie within the team fan excitement, oﬀering a warm media, Nidhi shared a candid picture ahead of the big release",164,985,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0043_0_20260213,Bollywood-Town-February-2026 (4).pdf,". glimpse into the bond shared by the of the Border 2 team aboard a charter The picture also sparked a fun team as Border 2 gears up to hit the ﬂight, seemingly en route to exchange in the comments section, big screens. promotions, featuring actors Sunny with Varun Dhawan leaving a witty -BTNN www.bollywoodtown.in 27 • BOLLYWOOD TOWN • February 2026 in the era of technology Dr. AMIT KUMAR PANDEY ""The Avengers"" showcase how questions about the future of cinemamumbai@bollywoodtown.inCinematechnology can create immersive as we know it. Will the theatre worlds that captivate audiences. experience become obsolete, or will it There are few movies that have won Moreover, the rise of virtual reality evolve to coexist with digital the heart of viewers and left a strong (VR) and augmented reality (AR) is platforms? impression on their minds. One of opening new avenues for storytelling",145,887,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0044_0_20260213,Bollywood-Town-February-2026 (4).pdf,". One of opening new avenues for storytelling. Additionally, technology has them are 'Bahubali' which prompted Filmmakers are exploring immersive facilitated the rise of on-demand ﬁlm makers to rethink the use of experiences that allow viewers to content. Audiences can now choose technology in Cinema. Typically, engage with narratives in when and how to watch ﬁlms, leading Hollywood movies feature a high unprecedented ways. Projects like to a more personalized viewing level of technological intervention ""The Lion King"" remake and various experience. This ﬂexibility has that has always fascinated young VR short ﬁlms demonstrate how implications for ﬁlm production, as people in India. However, when it these technologies can enhance the ﬁlmmakers may need to consider how comes to language, these ﬁlms are cinematic experience, making it more their work ﬁts into the on-demand often not accessible to the masses. interactive and engaging. landscape",144,955,False,Not Applicable,Not Applicable,Not Applicable
